PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
644,1,1,male,37.0,1,0,47.3,Q
645,0,3,male,43.0,0,0,13.73,S
646,0,3,male,25.0,0,0,8.23,S
647,1,1,female,,0,1,109.06,C
648,0,3,male,35.0,0,0,18.47,S
649,0,3,male,37.0,0,0,19.7,S
650,0,1,male,23.0,0,0,92.94,S
651,1,2,female,39.0,0,0,21.07,S
652,0,3,male,42.0,0,0,33.83,S
653,0,3,female,46.0,0,0,26.26,S
654,1,1,female,52.0,1,0,166.11,S
655,0,3,male,18.0,0,2,9.87,S
656,0,2,male,29.0,0,0,12.89,S
657,0,3,male,29.0,0,0,30.11,S
658,0,2,male,28.0,0,0,32.67,S
659,1,3,female,,1,0,5.32,S
660,1,2,male,10.0,0,0,16.88,S
661,1,2,female,30.0,0,0,17.74,C
662,0,3,male,19.0,2,0,4.0,S
663,0,1,male,30.0,1,0,66.35,C
664,1,1,male,19.0,1,0,124.06,C
665,0,2,female,15.0,1,2,12.31,S
666,1,3,female,32.0,1,0,9.19,C
667,0,3,male,31.0,0,0,23.1,C
668,0,3,male,37.0,0,2,4.0,S
669,1,2,female,57.0,0,0,4.73,S
670,0,2,male,33.0,0,0,17.57,C
671,0,1,female,35.0,0,0,4.0,Q
672,1,3,male,15.0,0,2,10.7,S
673,0,3,male,,0,0,11.28,C
674,0,3,male,50.0,1,0,21.55,C
675,0,3,male,17.0,1,2,4.0,C
676,0,2,male,15.0,0,0,10.23,Q
677,1,3,male,28.0,0,2,8.44,S
678,0,3,female,28.0,0,1,11.61,S
679,1,1,male,17.0,0,2,66.02,S
680,0,2,male,,2,0,36.28,S
681,0,1,male,45.0,1,0,143.03,S
682,0,1,male,19.0,2,0,178.52,C
683,1,1,male,11.0,1,0,121.13,Q
684,0,3,male,41.0,2,0,4.69,S
685,0,3,male,35.0,0,2,14.45,S
686,0,2,male,21.0,0,0,21.06,S
687,1,2,female,8.0,0,0,24.07,S
688,1,3,male,,0,0,4.0,S
689,1,3,female,,0,0,27.11,S
690,0,3,male,44.0,0,0,5.26,S
691,0,2,male,16.0,2,0,6.89,C
692,1,3,female,28.0,0,1,6.79,S
693,1,1,female,38.0,2,0,88.88,S
694,1,2,female,0.0,1,0,37.73,S
695,0,3,male,42.0,0,0,22.94,S
696,0,3,male,14.0,0,0,15.09,Q
697,0,3,female,33.0,0,1,20.61,Q
698,0,3,male,32.0,0,1,10.11,S
699,0,3,male,43.0,0,0,12.92,S
700,0,2,female,36.0,2,1,33.46,S
701,0,2,female,0.0,0,0,17.64,S
702,0,2,female,19.0,0,0,5.26,S
703,0,1,male,31.0,1,1,28.7,S
704,0,3,male,26.0,0,0,9.84,S
705,0,2,female,35.0,0,0,18.68,S
706,0,3,male,39.0,0,0,20.59,S
707,0,3,female,37.0,0,0,13.24,S
708,0,3,male,26.0,0,0,10.02,S
709,0,2,male,5.0,0,0,12.1,S
710,0,3,female,23.0,0,0,21.94,S
711,1,3,male,34.0,0,0,6.37,S
712,0,3,male,15.0,0,1,11.74,S
713,1,3,male,37.0,0,0,13.1,C
714,1,3,female,41.0,0,2,21.65,Q
715,1,3,female,31.0,0,0,12.0,S
716,1,1,male,0.0,0,0,25.11,C
717,0,3,male,,0,0,11.43,S
718,0,1,female,54.0,0,1,24.03,S
719,0,3,male,22.0,1,0,11.29,S
720,0,3,male,3.0,2,2,4.0,S
721,0,3,male,,0,0,4.0,S
722,1,2,male,29.0,1,0,27.29,Q
723,1,1,female,43.0,0,0,159.98,S
724,0,3,female,33.0,0,0,12.67,S
725,1,1,female,,1,0,128.05,S
726,0,1,male,34.0,1,0,83.05,S
727,0,2,male,38.0,1,0,36.1,S
728,0,1,male,59.0,0,0,42.23,S
729,0,3,male,42.0,1,0,4.47,S
730,0,3,male,8.0,0,0,8.05,C
731,0,2,male,35.0,0,0,37.85,S
732,1,1,male,44.0,0,0,72.19,S
733,1,1,male,45.0,3,0,36.77,C
734,1,2,female,23.0,0,0,9.69,S
735,0,1,male,44.0,1,0,105.34,
736,0,3,male,41.0,0,1,7.29,S
737,1,1,female,62.0,1,0,91.27,S
738,1,2,female,19.0,1,0,28.41,S
739,1,2,female,22.0,1,1,4.0,S
740,0,2,male,25.0,0,0,37.57,S
741,0,1,female,23.0,0,0,52.95,S
742,0,1,male,17.0,0,2,36.75,S
743,1,3,male,0.0,0,2,7.37,S
744,0,1,male,23.0,0,0,66.07,S
745,0,3,male,34.0,0,0,9.78,S
746,0,3,male,23.0,0,0,6.52,S
747,0,2,male,54.0,0,2,8.32,S
748,1,2,female,29.0,0,2,27.32,Q
749,0,3,male,,2,0,17.29,S
750,0,3,male,32.0,0,0,24.31,S
751,0,2,male,,3,0,25.83,S
752,0,2,male,33.0,2,0,33.02,S
753,1,2,male,47.0,0,0,17.14,S
754,0,3,male,,1,0,4.0,C
755,0,3,male,35.0,0,0,18.37,S
756,1,1,female,34.0,1,0,91.58,S
757,1,2,female,25.0,0,0,24.5,S
758,0,3,male,34.0,0,0,11.81,C
759,1,1,female,58.0,0,0,103.1,S
760,1,3,female,,0,0,29.45,S
761,0,3,female,,3,2,22.75,S
762,0,1,male,45.0,0,0,29.23,C
763,0,1,female,44.0,1,0,164.71,S
764,1,1,female,29.0,3,0,89.05,Q
765,1,3,female,0.0,0,0,19.22,C
766,0,1,male,36.0,0,0,52.93,S
767,1,1,male,0.0,1,0,51.54,C
768,0,1,male,48.0,0,0,48.55,S
769,0,1,male,31.0,0,0,19.84,S
770,0,3,male,,0,0,4.0,S
771,0,2,male,,2,0,8.18,C
772,0,3,male,9.0,0,0,4.42,S
773,0,3,male,32.0,0,0,7.54,S
774,1,3,female,29.0,0,0,27.86,S
775,0,1,male,23.0,0,0,97.27,S
776,0,3,male,30.0,0,0,7.41,C
777,0,3,female,65.0,1,0,4.0,S
778,1,1,female,40.0,1,0,102.05,S
779,0,3,female,43.0,0,2,4.0,C
780,1,3,female,40.0,0,2,14.12,C
781,1,2,female,48.0,0,2,30.4,S
782,0,3,male,27.0,0,0,7.4,S
783,0,3,male,,0,0,28.71,S
784,0,3,male,27.0,1,0,5.82,S
785,0,3,male,,0,0,10.62,S
786,1,2,female,16.0,0,0,11.35,S
787,0,3,male,27.0,0,0,22.91,Q
788,0,2,male,20.0,0,0,8.71,S
789,0,3,male,49.0,0,0,4.0,C
790,0,3,male,39.0,2,0,9.54,Q
791,1,1,male,,1,0,43.66,S
792,0,2,male,37.0,2,0,26.53,S
793,0,2,female,,2,1,26.23,S
794,0,1,male,32.0,0,0,55.96,C
795,1,1,female,14.0,2,0,139.47,S
796,1,2,female,1.0,0,0,12.94,S
797,0,1,male,31.0,0,0,54.82,S
798,0,1,male,33.0,0,0,165.82,C
799,1,3,female,45.0,0,0,12.38,S
800,0,3,male,49.0,0,0,7.68,S
